"","ID","nstate"
"1",3,NA
"2",5,NA
"3",6,NA
"4",7,3
"5",9,NA
"6",10,NA
"7",11,2
"8",12,NA
"9",13,NA
"10",14,NA
"11",17,3
"12",18,NA
"13",20,2
"14",21,NA
"15",22,2
"16",24,NA
"17",25,NA
"18",26,NA
"19",27,NA
"20",28,2
"21",29,NA
"22",30,3
"23",31,NA
"24",32,NA
"25",33,NA
"26",34,NA
"27",36,3
"28",37,2
"29",38,2
"30",39,3
"31",40,NA
"32",41,4
"33",42,NA
"34",43,NA
"35",44,NA
"36",45,2
"37",46,2
"38",47,NA
"39",48,NA
"40",49,NA
"41",50,2
"42",51,NA
"43",53,NA
"44",54,NA
"45",55,NA
"46",56,NA
"47",57,NA
"48",58,NA
"49",60,NA
"50",62,3
"51",63,2
"52",64,NA
"53",65,2
"54",66,NA
"55",67,NA
"56",68,NA
"57",69,NA
"58",70,2
"59",71,NA
"60",72,NA
"61",73,NA
"62",74,NA
"63",76,NA
